card,round,a0,ttc0,a1,ttc1,a2,ttc2,a3,ttc3,a4,ttc4,a5,ttc5,a6,ttc6,a7,ttc7,a8,ttc8,a9,ttc9
246,494157,106,20395,56,20894,121,33522,84,28345,95,16267,118,18222,239,17766,1154,69423,225,25846,281,33680
247,496249,109,20711,56,21189,125,33945,86,28694,99,16520,120,18525,242,18081,1171,70023,229,26204,287,34124
248,498192,111,20994,57,21483,127,34330,89,29057,103,16809,121,18797,242,18321,1179,70616,233,26549,289,34476
249,500234,112,21296,58,21778,128,34719,89,29404,105,17071,121,19077,248,18626,1193,71266,238,26895,292,34892
250,502218,114,21568,61,22086,128,35065,92,29773,107,17300,122,19340,251,18903,1205,71861,241,27219,297,35268
251,504353,115,21913,61,22399,129,35470,95,30148,113,17563,123,19640,255,19188,1215,72454,244,27590,297,35654
252,506342,119,22211,61,22678,131,35895,95,30476,116,17812,127,19918,256,19436,1229,73059,247,27955,303,36053
253,508355,121,22535,63,22981,132,36306,96,30873,117,18102,130,20224,263,19725,1244,73667,252,28323,305,36468
254,510308,125,22830,64,23320,135,36693,97,31242,120,18386,131,20531,266,20016,1261,74275,258,28656,312,36903
255,512383,126,23132,65,23634,138,37109,97,31646,122,18654,138,20830,269,20329,1270,74877,263,29037,315,37302
256,514419,126,23450,65,23946,139,37535,99,32039,125,18918,138,21138,269,20623,1288,75446,267,29404,324,37691
257,516484,127,23800,65,24267,139,37915,100,32421,125,19210,140,21447,274,20929,1296,76065,272,29792,326,38106
258,518474,130,24102,65,24581,141,38313,103,32800,128,19482,141,21739,281,21227,1304,76698,274,30115,332,38501
259,520502,134,24434,68,24893,142,38743,104,33185,132,19771,143,22056,286,21500,1317,77285,280,30475,336,38896
260,522480,136,24741,70,25185,143,39159,105,33613,134,20047,145,22372,292,21831,1329,77889,286,30871,343,39312
261,524541,136,25100,72,25544,143,39572,106,34003,136,20340,146,22685,302,22144,1341,78517,294,31279,343,39772
262,526581,136,25428,72,25861,144,40014,107,34398,136,20638,149,23015,307,22473,1351,79157,297,31668,346,40221
263,528647,137,25776,74,26186,145,40456,107,34802,136,20942,149,23342,312,22795,1364,79799,303,32078,349,40655
264,530598,139,26084,74,26488,147,40886,109,35218,141,21232,151,23671,316,23095,1375,80413,308,32436,353,41042
265,532624,143,26405,76,26828,149,41320,113,35598,142,21518,155,23997,327,23395,1388,81026,310,32811,356,41473
266,534630,144,26715,77,27153,150,41723,113,36007,143,21813,157,24297,331,23711,1400,81646,312,33203,360,41937
267,536735,146,27077,80,27487,150,42179,114,36420,145,22105,160,24605,339,24038,1414,82278,316,33594,362,42397
268,538762,147,27417,82,27817,150,42625,115,36837,149,22420,167,24978,346,24366,1424,82913,322,33991,365,42816
269,540754,150,27784,85,28176,151,43093,117,37270,151,22741,172,25324,357,24692,1433,83538,329,34391,368,43238
270,542769,153,28137,88,28517,153,43537,117,37692,152,23085,176,25667,361,25011,1442,84139,334,34799,373,43718
271,544834,153,28484,88,28888,156,44001,118,38087,152,23394,179,26005,365,25352,1456,84781,339,35216,376,44201
272,546832,156,28828,90,29248,158,44446,119,38509,154,23731,181,26339,370,25693,1462,85367,341,35643,379,44627
273,548842,157,29182,92,29580,159,44893,119,38907,155,24016,183,26668,375,26010,1475,86004,346,36049,382,45071
274,550908,158,29532,93,29929,162,45389,121,39333,158,24352,184,27041,381,26342,1482,86682,348,36465,385,45510
275,552932,158,29912,96,30278,163,45820,124,39774,162,24695,188,27421,388,26665,1490,87356,352,36873,393,45970
276,554973,160,30306,99,30669,165,46265,125,40214,163,25022,189,27781,391,27035,1506,87981,353,37257,397,46450
277,556973,161,30663,100,31032,165,46721,125,40643,165,25375,190,28113,397,27370,1521,88583,356,37690,403,46883
278,558932,162,31017,100,31420,166,47185,127,41085,168,25714,192,28471,401,27699,1530,89190,359,38091,409,47332
279,561001,163,31395,100,31765,169,47639,128,41481,169,26036,193,28851,409,28067,1545,89895,359,38545,417,47851
280,563100,166,31789,102,32182,171,48130,129,41950,169,26377,194,29232,414,28442,1561,90540,361,38999,425,48317
281,565061,167,32153,103,32519,174,48614,129,42398,170,26740,196,29582,417,28758,1567,91140,371,39431,429,48797
282,567100,169,32502,103,32892,176,49096,129,42843,173,27076,198,29952,423,29115,1582,91778,374,39878,432,49264
283,569117,170,32891,103,33277,177,49560,131,43266,174,27438,200,30324,428,29466,1592,92410,382,40298,435,49760
284,571131,170,33272,105,33683,177,50030,132,43719,179,27769,201,30697,436,29829,1607,93063,384,40722,436,50231
285,573150,171,33657,106,34060,180,50460,134,44149,180,28132,205,31088,440,30213,1613,93711,387,41124,439,50706
286,575197,178,34069,109,34462,182,50995,136,44633,180,28499,206,31462,447,30590,1628,94365,390,41600,443,51223
287,577191,180,34441,109,34862,183,51460,137,45073,184,28858,207,31840,450,30946,1637,95025,393,42053,444,51725
288,579217,182,34809,111,35276,186,51963,140,45520,188,29197,210,32203,455,31309,1651,95689,398,42531,445,52214
289,581211,184,35189,112,35643,189,52444,142,45962,190,29528,213,32557,462,31669,1663,96369,402,42965,445,52712
290,583271,184,35596,112,36076,191,52949,142,46468,191,29943,215,32960,465,32059,1676,97039,407,43410,456,53226
291,585314,187,36032,115,36491,193,53443,147,46918,194,30330,216,33394,478,32462,1685,97678,409,43881,461,53732
292,587332,188,36425,117,36892,193,53951,149,47396,197,30701,223,33792,486,32856,1699,98335,411,44326,468,54202
293,589337,189,36820,119,37296,193,54430,154,47855,200,31052,225,34168,490,33246,1711,99000,417,44791,472,54693
294,591342,190,37225,121,37724,196,54936,155,48360,203,31422,230,34536,497,33632,1720,99656,422,45252,478,55154
295,593388,195,37651,122,38150,196,55473,158,48845,203,31812,235,34918,503,34032,1734,100293,427,45712,481,55690
296,595468,199,38051,123,38571,196,56000,159,49328,205,32198,238,35331,508,34408,1744,100960,435,46193,486,56242
297,597467,201,38428,124,38963,200,56536,159,49778,207,32555,243,35737,522,34767,1760,101604,439,46633,491,56763
298,599500,206,38865,126,39421,202,57084,161,50316,208,32972,245,36143,525,35167,1773,102258,443,47153,494,57234
299,601513,208,39260,129,39866,203,57576,169,50811,210,33380,247,36562,535,35597,1783,102931,449,47637,504,57737
300,603504,212,39716,132,40320,203,58074,171,51317,210,33766,249,36963,538,35984,1796,103599,456,48112,509,58226
301,605573,213,40160,133,40756,205,58609,174,51820,211,34155,256,37407,546,36385,1801,104296,460,48583,513,58786
302,607538,214,40556,134,41174,207,59096,174,52294,214,34553,260,37803,554,36788,1820,104976,465,49023,516,59276
303,609606,217,40966,134,41571,207,59625,175,52827,216,34932,261,38237,561,37196,1829,105686,472,49545,523,59787
304,611607,221,41415,137,42054,213,60193,177,53339,217,35294,265,38634,568,37595,1843,106362,476,50049,527,60298
305,613663,224,41876,139,42522,216,60740,179,53833,219,35766,269,39092,573,38047,1863,107051,480,50511,534,60882
306,615653,225,42326,140,42953,217,61263,183,54361,221,36180,271,39541,579,38438,1874,107743,486,51013,535,61395
307,617693,225,42756,143,43418,218,61807,186,54893,225,36588,279,39985,587,38858,1886,108394,493,51537,541,61906
308,619685,227,43201,145,43870,220,62332,187,55418,229,36999,282,40426,595,39267,1897,109057,494,52025,542,62468
309,621723,229,43641,147,44342,225,62865,189,55960,229,37401,282,40882,604,39714,1905,109716,500,52553,549,63005
310,623754,231,44079,147,44794,227,63428,191,56474,230,37863,288,41309,612,40124,1915,110395,506,53046,552,63526
311,625822,233,44541,149,45242,228,63972,192,57002,231,38273,290,41769,615,40552,1929,111107,515,53543,555,64050
312,627801,234,45001,150,45747,230,64527,193,57535,234,38713,294,42215,621,40979,1943,111755,517,54056,559,64612
313,629822,237,45463,152,46233,234,65074,196,58073,236,39170,299,42675,634,41428,1959,112467,522,54620,565,65176
314,631882,238,45955,152,46720,237,65660,197,58643,240,39621,303,43151,639,41860,1967,113170,527,55167,569,65709
315,633893,243,46417,155,47211,240,66247,199,59190,244,40054,307,43609,648,42284,1983,113860,533,55688,575,66273
316,635872,250,46872,156,47686,241,66787,200,59682,249,40513,311,44067,654,42726,1998,114527,539,56198,576,66806
317,637887,251,47333,157,48188,243,67350,204,60250,253,40956,313,44539,664,43170,2012,115207,544,56723,582,67330
318,639953,251,47787,162,48670,244,67910,209,60817,255,41402,318,45028,670,43617,2030,115899,549,57294,586,67901
319,641998,252,48265,165,49150,246,68440,211,61359,257,41847,321,45516,675,44024,2046,116623,555,57822,590,68449
320,643980,256,48776,166,49627,247,68999,214,61878,261,42276,326,45979,679,44499,2059,117314,557,58304,594,68951
321,645992,260,49250,166,50164,250,69592,217,62436,266,42767,328,46473,686,44975,2078,117968,561,58841,598,69524
322,648016,264,49753,167,50683,250,70172,219,63002,268,43230,332,46944,694,45444,2091,118656,567,59401,604,70120
323,650136,267,50247,168,51235,255,70796,220,63597,271,43719,334,47451,705,45927,2110,119347,572,59990,610,70700
324,652093,268,50729,168,51729,257,71363,220,64130,281,44169,336,47929,712,46385,2127,120024,580,60504,614,71260
325,654152,270,51201,170,52223,258,71930,223,64679,284,44641,340,48426,721,46855,2142,120782,587,61062,620,71824
326,656146,272,51702,172,52717,262,72534,226,65195,286,45070,347,48878,727,47323,2153,121491,591,61594,626,72390
327,658156,275,52210,175,53270,262,73090,228,65806,294,45574,351,49420,735,47781,2166,122179,599,62150,631,72944
328,660251,277,52745,177,53804,265,73665,231,66401,299,46091,355,49959,742,48292,2182,122929,602,62700,641,73500
329,662299,278,53255,180,54357,267,74234,233,66988,302,46567,357,50494,751,48781,2197,123652,607,63239,650,74065
330,664274,280,53746,181,54848,268,74837,233,67528,306,47039,365,50970,764,49287,2210,124379,611,63824,654,74642
331,666311,282,54274,182,55380,268,75480,238,68087,311,47524,370,51487,776,49773,2223,125070,617,64389,662,75230
332,668349,284,54786,183,55910,270,76097,242,68675,316,47999,372,52007,784,50257,2234,125788,624,64922,664,75828
333,670327,287,55285,184,56425,273,76676,244,69260,321,48481,377,52507,790,50699,2253,126474,631,65503,669,76410
334,672324,290,55779,186,56939,276,77281,245,69812,324,48941,380,52999,801,51207,2269,127185,634,66049,674,76988
335,674415,292,56342,187,57491,276,77886,247,70433,327,49490,382,53555,813,51742,2283,127933,640,66637,684,77579
336,676425,294,56881,188,58046,278,78500,248,70995,330,50018,388,54090,815,52205,2296,128624,652,67195,691,78176
337,678432,297,57425,192,58585,283,79085,250,71605,332,50510,391,54653,825,52712,2308,129328,659,67758,696,78748
338,680417,299,57953,195,59113,285,79713,253,72192,334,50992,392,55161,835,53211,2321,130073,668,68356,700,79352
339,682463,301,58490,200,59667,285,80354,258,72803,334,51516,397,55708,848,53725,2338,130853,678,68945,705,79964
340,684541,302,59019,204,60199,287,81011,262,73398,336,52053,399,56223,856,54247,2356,131613,682,69551,716,80657
341,686520,303,59517,207,60710,289,81633,267,73985,340,52559,399,56758,861,54694,2370,132333,686,70134,725,81245
342,688556,306,60115,208,61269,291,82281,270,74663,342,53107,408,57314,871,55265,2380,133038,697,70732,731,81858
343,690535,308,60673,210,61822,294,82902,274,75265,344,53615,413,57875,878,55789,2399,133784,704,71306,737,82466
344,692553,311,61224,213,62369,294,83554,277,75905,347,54170,415,58414,893,56315,2419,134532,720,71858,743,83094
345,694664,313,61794,216,62977,297,84205,279,76558,350,54740,420,59022,900,56856,2432,135313,724,72481,751,83718
346,696694,318,62351,216,63531,299,84833,281,77189,352,55303,425,59563,909,57398,2449,136029,727,73064,757,84359
347,698658,319,62921,217,64084,302,85513,283,77798,356,55812,427,60093,921,57889,2467,136716,732,73644,763,84953
348,700632,320,63457,220,64619,305,86157,287,78406,359,56328,429,60636,928,58407,2476,137422,739,74229,769,85573
349,702663,323,64013,225,65193,308,86828,290,79005,363,56854,434,61183,934,58929,2489,138177,743,74843,776,86186
350,704729,325,64645,225,65800,309,87499,291,79655,369,57426,439,61743,947,59465,2500,138925,751,75479,784,86879
351,706767,329,65212,227,66413,311,88177,294,80323,371,58023,446,62323,954,60021,2509,139683,760,76104,795,87513
352,708744,332,65788,233,67029,314,88832,297,80956,374,58571,450,62872,962,60563,2520,140437,767,76687,796,88126
353,710731,335,66345,234,67579,316,89443,298,81611,377,59113,452,63454,980,61106,2535,141199,776,77310,798,88740
354,712747,339,66960,235,68179,318,90085,304,82239,383,59640,454,64005,991,61660,2550,141951,788,77912,805,89396
355,714851,343,67609,240,68803,321,90755,309,82921,391,60225,457,64561,1003,62206,2565,142776,793,78552,814,90017
356,716972,345,68186,243,69424,324,91468,312,83593,400,60834,463,65147,1012,62804,2575,143588,798,79235,822,90687
357,718905,349,68781,245,70014,327,92123,313,84256,401,61401,467,65729,1027,63359,2591,144325,805,79843,826,91280
358,720811,354,69383,247,70596,330,92775,317,84880,406,61958,474,66319,1037,63870,2605,145036,808,80455,834,91877
359,722880,359,70023,249,71234,332,93479,324,85593,410,62568,481,66914,1049,64460,2621,145785,812,81115,841,92560
360,725017,363,70661,251,71908,335,94203,324,86297,419,63188,484,67545,1064,65071,2638,146593,819,81771,851,93271
361,727029,367,71252,253,72483,335,94858,327,86961,423,63755,485,68112,1076,65634,2652,147365,827,82418,858,93908
362,729038,373,71905,255,73114,338,95510,330,87617,427,64316,489,68673,1093,66207,2666,148085,830,83066,863,94527
363,730979,380,72458,257,73654,340,96149,330,88257,430,64867,493,69237,1099,66725,2677,148833,836,83676,873,95153
364,733069,385,73121,258,74361,343,96876,330,88971,431,65506,498,69931,1109,67346,2689,149647,848,84364,880,95863
365,735102,388,73787,258,75030,345,97607,333,89669,433,66109,501,70548,1118,67958,2705,150433,856,85011,892,96581
366,737165,393,74455,258,75698,352,98353,339,90356,439,66738,505,71170,1130,68610,2717,151229,862,85703,899,97271
367,739215,398,75118,260,76358,356,99070,343,91071,443,67365,508,71809,1140,69174,2733,152054,867,86381,906,97919
368,741146,403,75700,262,76990,358,99751,349,91747,445,67939,513,72415,1146,69744,2746,152789,870,87011,912,98565
369,743171,403,76323,266,77624,358,100433,353,92429,449,68549,515,73013,1159,70348,2762,153622,880,87643,919,99219
370,745212,407,77025,269,78294,358,101123,354,93110,453,69151,524,73655,1175,70916,2772,154415,888,88266,928,99905
371,747231,409,77660,271,78909,363,101835,356,93767,456,69752,528,74244,1189,71488,2786,155185,895,88896,933,100584
372,749302,413,78349,273,79600,367,102562,361,94471,458,70418,535,74918,1203,72140,2801,156011,901,89573,938,101275
373,751309,417,79012,276,80270,367,103266,363,95211,463,71067,543,75560,1216,72747,2818,156786,907,90275,943,101999
374,753247,422,79646,280,80926,370,103956,364,95932,468,71674,550,76214,1225,73331,2828,157544,913,90934,949,102660
375,755353,428,80349,284,81642,371,104744,366,96620,472,72326,554,76851,1241,73943,2838,158360,921,91671,956,103436
376,757337,431,81008,286,82297,375,105467,370,97265,477,72956,560,77473,1252,74554,2851,159130,928,92373,962,104161
377,759423,435,81673,290,82967,376,106201,372,98008,483,73632,562,78113,1262,75229,2874,159977,931,93065,967,104886
378,761406,437,82338,295,83635,376,106913,373,98680,488,74256,575,78723,1269,75840,2889,160758,936,93753,973,105529
379,763442,441,83088,295,84376,378,107633,376,99442,492,74930,578,79408,1280,76456,2897,161578,943,94430,983,106226
380,765456,443,83784,298,85080,382,108356,379,100188,500,75614,583,80107,1290,77068,2912,162400,952,95063,993,106920
381,767482,447,84472,301,85790,382,109101,388,100938,501,76281,589,80768,1302,77692,2925,163197,961,95751,1002,107587
382,769515,449,85200,304,86503,387,109819,391,101684,505,76934,596,81461,1316,78332,2947,164054,974,96485,1010,108324
383,771539,453,85925,307,87191,388,110568,392,102408,507,77591,604,82123,1324,78994,2964,164839,980,97232,1020,109083
384,773600,461,86635,310,87914,393,111360,396,103127,511,78269,609,82828,1339,79627,2988,165698,985,97938,1029,109848
385,775532,467,87290,310,88577,399,112086,398,103808,515,78930,616,83474,1349,80235,3004,166464,993,98614,1038,110595
386,777606,469,88002,312,89280,400,112869,402,104551,523,79585,620,84157,1363,80888,3022,167295,1002,99364,1042,111382
387,779694,473,88800,312,90049,403,113624,405,105345,527,80291,626,84857,1374,81651,3038,168123,1011,100129,1046,112138
388,781692,477,89543,315,90760,410,114378,410,106074,533,80990,633,85589,1390,82350,3045,168906,1015,100816,1050,112868
389,783597,482,90214,318,91462,411,115109,411,106789,536,81652,641,86219,1399,83005,3055,169629,1022,101459,1056,113549
390,785680,488,90972,321,92235,413,115965,413,107602,539,82361,646,86960,1406,83624,3072,170483,1029,102188,1061,114319
391,787728,489,91698,323,92969,418,116758,416,108359,546,83081,653,87660,1420,84300,3088,171310,1031,102890,1071,115051
392,789820,490,92457,326,93747,422,117596,419,109110,552,83770,655,88386,1433,84922,3107,172201,1035,103613,1080,115794
393,791782,491,93152,328,94405,427,118352,420,109824,556,84450,660,89020,1445,85534,3125,173034,1040,104367,1090,116544
394,793823,494,93972,330,95202,432,119190,424,110679,559,85154,667,89784,1454,86261,3143,173911,1047,105102,1098,117327
395,795826,499,94765,333,95956,435,119957,426,111442,565,85877,674,90495,1470,86970,3157,174775,1053,105822,1109,118130
396,797842,504,95558,337,96733,439,120708,429,112274,570,86623,679,91247,1483,87724,3170,175635,1058,106563,1120,118918
397,799897,505,96330,340,97517,444,121529,432,113103,573,87408,683,92014,1501,88479,3184,176440,1068,107351,1129,119745
398,801910,510,97093,345,98293,445,122313,434,113896,577,88127,686,92704,1518,89189,3203,177237,1074,108113,1142,120577
399,803880,515,97814,348,99002,447,123176,436,114682,586,88783,689,93397,1532,89877,3220,178024,1083,108854,1150,121366
400,805926,519,98615,351,99745,454,123995,440,115467,589,89510,694,94132,1541,90600,3234,178779,1091,109597,1158,122096
401,807969,525,99355,353,100505,455,124824,444,116256,594,90242,698,94854,1555,91251,3255,179462,1098,110324,1167,122803
402,810016,529,100206,358,101311,456,125638,449,117110,601,91074,701,95655,1574,91912,3266,180186,1109,111018,1172,123491
403,812029,534,101031,360,102142,457,126486,455,117937,606,91848,709,96454,1586,92544,3283,181017,1116,111694,1183,124164
404,814022,537,101867,362,102927,457,127270,463,118763,608,92606,710,97188,1598,93205,3303,181910,1122,112397,1190,124876
405,816040,542,102677,369,103724,459,128064,468,119586,616,93378,719,97971,1610,93924,3329,182846,1130,113131,1201,125645
406,818074,548,103463,372,104547,460,128863,470,120393,620,94143,723,98729,1626,94708,3356,183789,1139,113935,1210,126476
407,820116,556,104280,379,105343,462,129688,476,121258,625,94906,727,99485,1639,95531,3383,184740,1145,114774,1219,127383
408,822127,560,105053,383,106093,465,130526,480,122072,631,95632,730,100222,1656,96375,3399,185687,1159,115720,1238,128365
409,824136,562,105927,387,106945,471,131398,481,122973,637,96468,735,101059,1678,97257,3418,186512,1165,116581,1247,129259
410,826128,566,106844,392,107760,476,132243,484,123843,642,97259,739,101884,1687,97968,3431,187276,1170,117328,1253,130029
411,828167,570,107803,394,108623,483,133088,486,124753,648,98025,745,102674,1698,98632,3441,187933,1176,118013,1261,130708
412,830215,572,108609,398,109414,483,133921,487,125674,653,98690,750,103449,1703,99179,3452,188497,1180,118587,1267,131300
413,832301,575,109460,404,110170,483,134639,488,126430,658,99262,753,104193,1710,99635,3465,188937,1185,119038,1270,131752
414,834240,579,110459,408,110823,485,135342,491,127272,663,99742,759,104809,1712,99873,3471,189231,1188,119326,1272,132056
415,836260,584,111084,412,111592,489,136258,495,128329,663,100043,760,105253,1714,100027,3472,189388,1190,119499,1273,132222
